Wavenumber,Denoised
1001.16014,5216.649262020201
1003.59962,5083.222019986858
1006.03828,4929.504947302977
1008.47613,4757.34229501138
1010.91317,4566.976923759339
1013.3494,4374.836318947311
1015.78482,4175.105272958429
1018.21943,3978.9503300489837
1020.65323,3795.206545710967
1023.08622,3617.289797669125
1025.5184,3461.5716565739986
1027.94978,3342.5481791369293
1030.38034,3224.0037902909025
1032.8101,3120.080580140528
1035.23905,3030.1670528146055
1037.66719,2953.822529516143
1040.09452,2883.3246965315084
1042.52105,2824.0795537005188
1044.94677,2791.845282363481
1047.37169,2755.4554846550795
1049.7958,2732.6756343804805
1052.21911,2704.5224801045742
1054.64161,2688.3556091304
1057.06331,2675.1064992905826
1059.4842,2657.4490549329494
1061.90429,2652.281199084634
1064.32358,2635.8547343837513
1066.74207,2630.0773365020905
1069.15975,2623.642816011734
1071.57663,2605.8992446746956
1073.99271,2593.9527001863016
1076.40799,2581.1177801307276
1078.82246,2564.7002023863674
1081.23614,2555.7498085877405
1083.64902,2551.705950353023
1086.06109,2542.4769617423667
1088.47237,2539.123820503399
1090.88285,2530.4901084014055
1093.29253,2527.883549686139
1095.70141,2518.2967693167375
1098.10949,2517.217834194148
1100.51678,2504.507910715888
1102.92327,2503.9732978325924
1105.32896,2499.9069793919257
1107.73385,2493.753678267375
1110.13795,2487.400267868552
1112.54126,2475.590530719157
1114.94376,2469.67463654459
1117.34548,2463.1470099640087
1119.7464,2451.040287368389
1122.14652,2444.7131304870554
1124.54585,2440.8541343576017
1126.94439,2431.447135835209
1129.34213,2420.633137257242
1131.73908,2410.4678894180793
1134.13524,2393.7136613402763
1136.5306,2383.0960720496582
1138.92518,2366.8044103137972
1141.31896,2355.107385815595
1143.71195,2346.190482177152
1146.10415,2337.0713534880374
1148.49556,2326.3078748119997
1150.88618,2323.1793965936276
1153.27602,2318.3347850244877
1155.66506,2315.0646638672465
1158.05331,2309.8144409676065
1160.44077,2303.4071675612645
1162.82745,2292.7641373226243
1165.21334,2291.6372322948378
1167.59844,2287.2907910297185
1169.98275,2282.5723697744065
1172.36628,2276.7280934063124
1174.74902,2265.2731621183098
1177.13098,2259.999379470386
1179.51215,2255.303583592648
1181.89253,2241.336939643645
1184.27213,2230.1312572833967
1186.65094,2230.9299347531582
1189.02897,2228.760738071236
1191.40622,2232.8753204249465
1193.78268,2234.974350879343
1196.15836,2238.2895200751586
1198.53326,2239.5236919025533
1200.90737,2240.9191858875156
1203.28071,2247.505176005201
1205.65326,2237.2355393527005
1208.02503,2229.413680088235
1210.39601,2213.3590781333482
1212.76622,2211.917090235342
1215.13565,2200.090339352701
1217.5043,2192.17700379206
1219.87216,2190.702349496539
1222.23925,2182.136416861691
1224.60556,2175.06993614904
1226.97109,2169.49494181429
1229.33585,2158.8925659104
1231.69982,2155.4408170905244
1234.06302,2157.851481490655
1236.42544,2150.452845485425
1238.78708,2146.710909810368
1241.14795,2139.857157463195
1243.50804,2138.121892474637
1245.86736,2128.0852653775464
1248.2259,2118.6526991042547
1250.58366,2118.0118449460333
1252.94065,2107.093231117985
1255.29687,2106.4189920725457
1257.65231,2094.052704910074
1260.00698,2099.4161393330883
1262.36088,2084.2596014579653
1264.714,2093.3152011506754
1267.06635,2091.667789875749
1269.41793,2089.91989287673
1271.76873,2088.99662495911
1274.11877,2093.808350238613
1276.46803,2096.016171140868
1278.81652,2095.19962970249
1281.16424,2092.9246895717283
1283.51119,2086.6964868061186
1285.85738,2076.2043328342324
1288.20279,2068.7614431938273
1290.54743,2062.1030238345593
1292.89131,2050.757169454043
1295.23441,2046.6793878750957
1297.57675,2048.063992177156
1299.91832,2042.2788339032097
1302.25913,2035.3184578652888
1304.59916,2029.4785920071654
1306.93843,2021.8417572278258
1309.27693,2010.4118896436482
1311.61467,2019.4455224648314
1313.95164,2014.0505527982739
1316.28785,2019.3467589702254
1318.62329,2019.900443828022
1320.95797,2024.8774653481266
1323.29188,2029.906948888499
1325.62503,2029.3005184439096
1327.95742,2037.8322920365865
1330.28904,2043.2004830205685
1332.6199,2051.6551840274333
1334.94999,2060.317563095756
1337.27933,2064.7560074730036
1339.6079,2072.5490927002015
1341.93571,2077.4667336286097
1344.26276,2081.940903546884
1346.58905,2066.258504880653
1348.91458,2057.6193353513954
1351.23935,2056.809073792062
1353.56336,2043.8644943347233
1355.88661,2038.086157423968
1358.2091,2032.2329290846417
1360.53083,2018.211966851886
1362.8518,2007.7361781791176
1365.17202,1997.2473801405429
1367.49147,1982.091006103276
1369.81017,1977.9760581300818
1372.12812,1962.9285524256036
1374.4453,1960.1368725432894
1376.76173,1960.9527961719261
1379.07741,1952.0049163942208
1381.39233,1938.7937168159278
1383.70649,1929.564377754143
1386.0199,1928.1920476691478
1388.33255,1917.0425407126263
1390.64445,1902.6519886400536
1392.95559,1883.8250543216493
1395.26599,1887.3127220529339
1397.57562,1883.0892955900374
1399.88451,1873.2531409970334
1402.19264,1865.247255132372
1404.50002,1855.2628286433232
1406.80665,1845.5975221510057
1409.11253,1846.3502929061544
1411.41765,1842.1195455508096
1413.72202,1835.3320658188713
1416.02565,1829.6776641483907
1418.32852,1824.688670137276
1420.63064,1822.3235549002704
1422.93202,1821.9720784635265
1425.23264,1820.4350468322743
1427.53252,1819.118399261173
1429.83165,1827.1697184144907
1432.13002,1829.8809614383547
1434.42765,1826.8055583131504
1436.72454,1831.6371375808847
1439.02067,1829.340300147083
1441.31606,1828.447970536099
1443.6107,1826.7209385681356
1445.9046,1830.4484228244287
1448.19775,1824.675197577616
1450.49016,1825.1567851323723
1452.78181,1828.0438764890248
1455.07273,1826.2042106537847
1457.3629,1817.2133557306074
1459.65232,1816.166063700532
1461.94101,1804.68243967961
1464.22894,1799.4677566818987
1466.51614,1785.9256138214869
1468.80259,1778.2432170186103
1471.0883,1769.7940317587215
1473.37327,1761.280499624037
1475.65749,1764.2563628342366
1477.94097,1762.5961902680385
1480.22372,1760.6582623765705
1482.50572,1765.4037502778453
1484.78698,1751.2118147466265
1487.0675,1749.6266855998463
1489.34728,1746.3221246158648
1491.62632,1753.2201677410692
1493.90462,1758.0259665903661
1496.18218,1764.3470452075612
1498.459,1771.2297955867703
1500.73509,1763.8084293657826
1503.01044,1761.0686282739227
1505.28505,1760.2861429126935
1507.55892,1760.2184699574796
1509.83205,1762.0726839882086
1512.10445,1766.870004047051
1514.37611,1763.4826574108956
1516.64704,1766.1214858711767
1518.91723,1777.1052065511374
1521.18668,1791.4023292480967
1523.4554,1794.3782438443702
1525.72339,1796.6728392382897
1527.99064,1799.777676397492
1530.25716,1793.7845991565637
1532.52294,1807.9748920856252
1534.78799,1823.05727193198
1537.05231,1847.1488299215187
1539.31589,1864.4056990061865
1541.57874,1889.0010131513318
1543.84086,1916.3514654985036
1546.10225,1932.5098455213863
1548.3629,1977.0134531447925
1550.62283,2045.5573631088319
1552.88202,2129.7472051127534
1555.14049,2255.115886328835
1557.39822,2482.4948458907807
1559.65522,2842.060947930658
1561.9115,3371.7471178848846
1564.16704,4037.324062415769
1566.42186,4776.561052997648
1568.67595,5512.19772545269
1570.92931,6188.246102677266
1573.18194,6760.37638301397
1575.43384,7192.775845122497
1577.68502,7483.565212190163
1579.93547,7594.439671918832
1582.18519,7528.909921899217
1584.43419,7297.298338090786
1586.68246,6912.921732618414
1588.93,6376.421548260789
1591.17682,5734.041841987503
1593.42292,5022.962364501405
1595.66829,4270.1908195520855
1597.91293,3535.500832150983
1600.15685,2899.451295733861
1602.40005,2419.368144795652
1604.64253,2105.7882256750286
1606.88428,1941.338084197424
1609.12531,1868.5645087806222
1611.36561,1833.612602556367
1613.6052,1821.4425515919997
1615.84406,1794.3984228832715
1618.0822,1775.609319555387
1620.31962,1757.8786956161916
1622.55632,1732.5390077672216
1624.79229,1702.9167160967415
1627.02755,1673.5698120398604
1629.26209,1652.4770432624825
1631.49591,1624.93324258906
1633.72901,1604.3507424125323
1635.96139,1583.5443549002734
1638.19305,1568.314515616194
1640.42399,1556.3127258221439
1642.65422,1553.1024074108984
1644.88373,1547.796709561928
1647.11252,1538.6091839032165
1649.34059,1538.1041150146905
1651.56794,1522.425136737476
1653.79458,1510.3788646649034
1656.02051,1496.3330918600657
1658.24572,1494.6256410754954
1660.47021,1472.6228575776206
1662.69399,1472.1430407060939
1664.91705,1467.421749156568
1667.1394,1455.7380084896836
1669.36103,1456.183680009788
1671.58195,1455.0441667080556
1673.80216,1448.1248054462053
1676.02165,1433.7707991925279
1678.24043,1427.0633821117826
1680.4585,1412.377739810377
1682.67585,1415.6180370251532
1684.8925,1404.5432510591513
1687.10843,1401.185561258563
1689.32365,1384.179559284062
1691.53816,1375.5010364922998
1693.75195,1375.7290480058664
1695.96504,1370.48752478586
1698.17742,1379.0354650702664
1700.38909,1381.3546771330323
1702.60004,1380.7212976233884
1704.81029,1377.6130756750392
1707.01983,1377.2782232788315
1709.22866,1373.6914849721954
1711.43679,1376.6393582870041
1713.6442,1375.3292866230615
1715.85091,1370.4886758319535
1718.05691,1357.746363157877
1720.2622,1347.9796531938366
1722.46679,1338.1338158809895
1724.67067,1332.6714561359747
1726.87384,1328.2532298986423
1729.07631,1310.1551856129283
1731.27807,1301.760809699231
1733.47913,1286.5456411604932
1735.67948,1293.5874529094308
1737.87913,1295.9465883295024
1740.07807,1296.0871518960275
1742.27631,1297.4714364399963
1744.47385,1298.1639939816764
1746.67068,1295.882615344867
1748.86681,1294.8108761228991
1751.06224,1294.634081386057
1753.25696,1299.8584208205127
1755.45099,1306.5991149885413
1757.64431,1310.5126069401595
1759.83693,1310.3800145439516
1762.02884,1313.5427339947523
1764.22006,1316.6793582837358
1766.41058,1315.0145583523856
1768.60039,1323.5974782837357
1770.78951,1319.4754446812512
1772.97793,1311.016464570104
1775.16564,1309.0838830826897
1777.35266,1311.7621732134514
1779.53898,1309.142923883605
1781.7246,1302.2536198888356
1783.90952,1294.7562170938047
1786.09375,1285.7820131219185
1788.27728,1276.4178366426772
1790.46011,1267.1953958417619
1792.64224,1256.584036541337
1794.82368,1252.1436475285877
1797.00442,1247.2687887414024
1799.18446,1250.3235166786367
1801.36381,1248.932591265103
1803.54246,1249.2996611735698
1805.72042,1244.2824492807945
1807.89769,1241.9071471068814
1810.07425,1234.313752088902
1812.25013,1236.148182186973
1814.42531,1231.9344918175714
1816.5998,1233.1651021575517
1818.77359,1238.2663065446063
1820.94669,1242.401150650523
1823.1191,1238.7254794246323
1825.29082,1235.60296909119
1827.46184,1233.5233280124064
1829.63217,1230.0118564530733
1831.80181,1230.4262575547405
1833.97076,1237.0276989833117
1836.13902,1241.1292953612128
1838.30659,1254.5991005916803
1840.47347,1264.5720937070773
1842.63965,1272.3372849493132
1844.80515,1280.7991355998524
1846.96996,1287.2007852010295
1849.13408,1283.2639622327392
1851.29751,1291.0600012945238
1853.46025,1289.6262162667372
1855.62231,1283.9886784373812
1857.78367,1277.8006932592184
1859.94435,1271.6885271788
1862.10434,1260.8037515527785
1864.26365,1251.5585461850114
1866.42226,1234.9988904118834
1868.5802,1226.7723632755642
1870.73744,1225.2579612651034
1872.894,1219.5229336841946
1875.04987,1205.512746953237
1877.20506,1203.4759731676863
1879.35957,1197.1724997613444
1881.51339,1188.0632313468298
1883.66652,1185.2204499215275
1885.81897,1178.0171523438878
1887.97074,1180.623402255624
1890.12182,1174.266258846013
1892.27222,1174.1862730728842
1894.42194,1169.8112619679482
1896.57098,1165.2044941091708
1898.71933,1149.676805737154
1900.867,1146.743657518782
1903.01399,1143.0636052108382
1905.1603,1143.2490711114592
1907.30592,1147.8593191075365
1909.45087,1144.5578486466018
1911.59514,1153.5445689506225
1913.73872,1151.0067351748787
1915.88163,1149.4317527982853
1918.02385,1142.470030928393
1920.1654,1143.841961225876
1922.30627,1135.3098816737347
1924.44646,1125.8382590061965
1926.58597,1125.1286199476806
1928.7248,1118.6998480483671
1930.86295,1121.6829413435619
1933.00043,1122.4293803236205
1935.13723,1122.910454560299
1937.27335,1118.3639291009988
1939.4088,1123.9727629421234
1941.54357,1117.3703559659873
1943.67766,1128.214142621757
1945.81108,1133.313083223261
1947.94382,1143.5605999640256
1950.07589,1147.3279389702368
1952.20728,1149.3572355148592
1954.338,1153.8582366328717
1956.46804,1146.7893287021755
1958.59741,1151.006426730943
1960.72611,1146.7183250048886
1962.85413,1144.3216773128324
1964.98148,1131.8998065151864
1967.10815,1120.233769107537
1969.23416,1110.0631320202535
1971.35949,1106.965500434768
1973.48415,1099.274721415481
1975.60813,1084.935065423327
1977.73145,1080.4886940274457
1979.85409,1075.0658277083874
1981.97607,1077.5669816868117
1984.09737,1074.3332728963574
1986.218,1086.8095047727872
1988.33797,1082.1192073259094
1990.45726,1083.7049985746835
1992.57588,1079.028070310545
1994.69384,1081.005685357946
1996.81113,1080.733273579587
1998.92774,1081.9681002222808
2001.04369,1084.8840131578806
2003.15897,1086.876675586779
2005.27359,1091.1173635599728
2007.38753,1080.6052228898193
2009.50081,1073.951853177495
2011.61342,1069.9069529944288
2013.72537,1063.7463235076684
2015.83665,1060.8269063190446
2017.94726,1055.36514432166
2020.05721,1055.657898032023
2022.16649,1052.6425571493814
2024.27511,1052.7534916639288
2026.38306,1049.522862052945
2028.49034,1055.2721385714149
2030.59697,1046.9542473651384
2032.70293,1045.8026874435955
2034.80822,1033.6343104609214
2036.91285,1031.4906655704344
2039.01682,1033.663997459941
2041.12013,1033.0914311147299
2043.22277,1033.5857590617713
2045.32475,1034.9047528734745
2047.42607,1031.5454206734091
2049.52673,1015.06044227524
2051.62673,1010.923567924145
2053.72606,1009.3666813860608
2055.82473,998.7601236972737
2057.92275,1002.6109029976986
2060.0201,989.7829555573588
2062.11679,982.996356724407
2064.21283,974.8922910885784
2066.3082,965.7939578914552
2068.40291,968.559058662949
2070.49697,964.510893069618
2072.59037,958.6497582248975
2074.68311,951.0744229584708
2076.77519,940.642739637124
2078.86661,943.3561608237864
2080.95738,945.2327796240478
2083.04748,943.8923164171174
2085.13693,942.3328111278073
2087.22573,938.5493485746853
2089.31387,932.0188245341494
2091.40135,924.0446205949537
2093.48818,927.1096262013609
2095.57435,932.530432026794
2097.65986,933.8096271755354
2099.74472,946.5372566361433
2101.82893,941.2963435632438
2103.91248,938.9654036907364
2105.99538,931.9253901078662
2108.07762,934.5764033605632
2110.15921,944.4507065576863
2112.24015,935.8901177181964
2114.32043,933.183141958144
2116.40006,920.3267032690301
2118.47904,910.8928054789028
2120.55737,911.2316341516716
2122.63504,907.9857988787066
2124.71206,905.3581777149277
2126.78843,894.5334254233293
2128.86415,894.0434276332018
2130.93922,878.1985124321559
2133.01364,872.9185466492205
2135.08741,868.7407006407209
2137.16053,863.9249052043039
2139.233,864.9579155442842
2141.30482,860.1481949297043
2143.37599,849.6082509970469
2145.44651,848.0632890094691
2147.51638,856.6169552337254
2149.58561,864.2179250996945
2151.65418,870.6129445766478
2153.72211,869.5193811670367
2155.78939,870.9375216018193
2157.85602,860.5904964759613
2159.92201,863.7789173128363
2161.98735,864.642614347815
2164.05205,875.8652746452975
2166.11609,876.4470718731499
2168.1795,874.3785099117246
2170.24225,879.0436825727247
2172.30436,869.3528479176088
2174.36583,864.7871571330387
2176.42665,857.1788401176743
2178.48683,853.848769238302
2180.54636,858.9676094377136
2182.60525,851.4223136449709
2184.66349,858.3127298790342
2186.72109,871.0921144753074
2188.77805,880.0203283131627
2190.83437,881.7636387021787
2192.89004,881.9915860607927
2194.94507,878.7585273030287
2196.99946,870.178221340296
2199.05321,865.2042450833493
2201.10631,862.4593029094362
2203.15878,860.0885740012965
2205.2106,868.3594777345425
2207.26178,860.8805647662523
2209.31232,852.7906395880896
2211.36222,857.6517947956737
2213.41149,852.501914436079
2215.46011,848.239385125847
2217.50809,842.3317037855398
2219.55544,842.7789258679197
2221.60214,844.4644494148305
2223.64821,836.7015521967854
2225.69364,843.9750615625911
2227.73843,842.8662161163669
2229.78258,843.6514727361773
2231.8261,840.8182797123134
2233.86897,835.1167043249318
2235.91121,833.154963792078
2237.95282,834.6882681791326
2239.99379,835.804781539708
2242.03412,827.6845068388255
2244.07382,823.543654632222
2246.11288,829.3915857240821
2248.1513,829.8293905884168
2250.18909,827.7062465348044
2252.22625,828.6017806668738
2254.26277,826.6327801634413
2256.29866,822.0113796403947
2258.33391,821.2265458221534
2260.36853,826.8544833344122
2262.40251,817.1904666165307
2264.43587,810.1644743412774
2266.46859,812.3278170349682
2268.50067,807.0780503628531
2270.53213,808.3659568747852
2272.56295,808.0465517489268
2274.59314,814.4481896142424
2276.6227,818.2560009545497
2278.65163,818.4192356488943
2280.67993,822.2448085125751
2282.70759,817.9825450539287
2284.73463,818.7362716606629
2286.76104,824.2813001209438
2288.78681,812.6357544001203
2290.81196,804.5105395684759
2292.83647,798.3183473814868
2294.86036,794.271352889823
2296.88362,784.8444374762893
2298.90625,783.9347557436969
2300.92825,775.1367445341513
2302.94962,764.4748627557925
2304.97037,763.7993079601079
2306.99049,759.8149088689015
2309.00998,761.77142976135
2311.02884,771.0799205818794
2313.04708,785.0480911081951
2315.06469,791.1633438574595
2317.08167,792.2393884733469
2319.09803,795.8009996207808
2321.11376,801.5683899476849
2323.12886,797.6477929650108
2325.14335,804.4721294540595
2327.1572,798.4581844066583
2329.17043,797.0555294605977
2331.18304,800.7261715887441
2333.19502,787.8517943085873
2335.20638,778.2640364792314
2337.21712,776.1838319352628
2339.22723,771.8190473161062
2341.23672,764.7522523308171
2343.24558,764.5455334553676
2345.25383,766.9623354658285
2347.26145,772.2880836580482
2349.26845,770.8060667669072
2351.27482,775.1956765053839
2353.28058,776.2417828538637
2355.28571,780.0330302974726
2357.29023,777.6978222948576
2359.29412,774.233613102311
2361.29739,777.6290626119546
2363.30004,785.1070579241481
2365.30207,790.0379387708298
2367.30348,779.0766658090778
2369.30427,777.6897003595844
2371.30445,774.0633975318631
2373.304,763.6748929094375
2375.30294,765.656280313818
2377.30125,773.6955107126412
2379.29895,771.0023253710262
2381.29603,778.5973870709281
2383.29249,786.644591882958
2385.28834,793.9475105426507
2387.28357,794.2412905099602
2389.27818,790.39011924811
2391.27217,799.9224195259785
2393.26555,799.2799397907709
2395.25831,807.2275270905419
2397.25046,812.3764316835461
2399.24199,819.1936459725293
2401.2329,824.3695929453962
2403.2232,827.9970691238859
2405.21289,812.8928454265995
2407.20196,799.9875593788715
2409.19041,799.6097571297705
2411.17826,798.3156706930265
2413.16548,795.3863974959032
2415.1521,798.0144794279072
2417.1381,807.83528057861
2419.12349,807.0722623373546
2421.10826,821.2775373324508
2423.09242,829.9541155769751
2425.07597,848.7490547041405
2427.05891,870.429749032352
2429.04124,906.1293079437606
2431.02295,948.9887995030931
2433.00406,995.9255417685388
2434.98455,1057.6176214285576
2436.96443,1114.1638699999855
2438.9437,1167.2850294769382
2440.92236,1204.6197824779183
2442.90041,1242.0714985714126
2444.87785,1268.3099941091696
2446.85469,1298.4948083621932
2448.83091,1322.5691152598718
2450.80652,1319.12700806471
2452.78152,1312.6531580385574
2454.75592,1294.6141854887048
2456.72971,1262.867716763632
2458.70289,1227.664914968928
2460.67546,1204.753781748922
2462.64742,1164.8674394834761
2464.61878,1129.3697410428097
2466.58953,1094.05054892774
2468.55967,1070.8548593429084
2470.52921,1036.87701012421
2472.49814,1017.8441040732132
2474.46646,1007.9794468126706
2476.43418,988.587274413194
2478.4013,978.9238125400329
2480.3678,965.2919896632761
2482.33371,961.9929861948223
2484.299,951.4177355638974
2486.2637,941.9988066296052
2488.22779,942.1735326707951
2490.19127,928.1566366655647
2492.15415,925.2506914285594
2494.11643,911.9765626381053
2496.07811,899.8135714710573
2498.03918,892.0676060738688
2499.99965,884.102370660335
2501.95951,868.244628172594
2503.91878,854.4966948087499
2505.87744,845.314543259224
2507.8355,831.6400731807672
2509.79296,818.2005519450695
2511.74982,822.5637885223822
2513.70607,812.7930754135232
2515.66173,804.3200396698162
2517.61679,801.9507279274168
2519.57124,793.9414536482407
2521.5251,792.0186438443833
2523.47835,785.5977434880577
2525.43101,789.4065345766487
2527.38306,798.3491822262073
2529.33452,796.9971876299342
2531.28538,788.9922868976686
2533.23564,773.6102369467045
2535.1853,767.2229093331053
2537.13437,756.8822648316344
2539.08283,746.7712533180681
2541.0307,750.8532457436974
2542.97797,753.0340930728897
2544.92465,744.0460827459857
2546.87072,732.5276670088168
2548.8162,740.3409812814548
2550.76109,741.4311404249659
2552.70538,736.8143165936484
2554.64907,747.4942008859007
2556.59217,747.3684628244426
2558.53467,758.4123044458875
2560.47657,772.9297258744588
2562.41788,776.0007763419317
2564.3586,778.6424153677572
2566.29872,779.7426888623631
2568.23825,777.2377189865869
2570.17719,771.4717440830236
2572.11553,764.7287001242136
2574.05328,768.0224030794277
2575.99043,767.2995793461815
2577.92699,766.0499472670707
2579.86296,773.7238606603364
2581.79834,781.806237692046
2583.73312,779.7883286989111
2585.66731,795.2974825008068
2587.60091,820.2345136645855
2589.53392,837.8689404184264
2591.46634,852.1944235893973
2593.39817,874.9047274893643
2595.3294,891.7448453514104
2597.26005,924.7160513860618
2599.1901,942.3367259496443
2601.11957,969.382757649546
2603.04845,992.1110765021119
2604.97673,1016.9419543380055
2606.90443,1043.0944237365015
2608.83154,1070.7988012095318
2610.75806,1100.722834449152
2612.68399,1139.2728839032213
2614.60933,1178.0245069990037
2616.53408,1219.0306954821676
2618.45825,1285.2076396371194
2620.38183,1353.3333979045262
2622.30482,1421.1129090225375
2624.22722,1501.0023989408105
2626.14904,1604.1057941320482
2628.07027,1719.4816861327001
2629.99092,1854.2391477149151
2631.91098,2012.774352379836
2633.83045,2199.239987146097
2635.74933,2444.946309440961
2637.66764,2721.1083260771134
2639.58535,3066.7629457567427
2641.50248,3446.3783927949853
2643.41903,3912.3842361392094
2645.33499,4432.646309110762
2647.25037,5034.726403883556
2649.16516,5699.2926661293795
2651.07937,6414.44747206922
2652.993,7155.593759787419
2654.90604,7915.632589516079
2656.8185,8663.740542131303
2658.73038,9367.379326658918
2660.64168,10021.360009130305
2662.55239,10611.185330611175
2664.46252,11103.665507580765
2666.37207,11473.41835154284
2668.28104,11717.525127933814
2670.18942,11807.318590647119
2672.09723,11757.400251137473
2674.00445,11567.247015034176
2675.91109,11219.0040222653
2677.81715,10750.043382369917
2679.72264,10165.77722917607
2681.62754,9511.45543432155
2683.53186,8793.504247070823
2685.43561,8049.74099612608
2687.33877,7290.063411202912
2689.24135,6545.544672209788
2691.14336,5821.1565298332025
2693.04479,5143.968946296108
2694.94564,4508.494605459241
2696.84591,3953.9143414154432
2698.7456,3481.1452320202216
2700.64472,3082.0623705851176
2702.54326,2738.8348268093782
2704.44122,2463.189646207878
2706.3386,2246.085268747927
2708.23541,2061.8263877606787
2710.13164,1910.1538806701285
2712.0273,1779.6771363778778
2713.92238,1672.0193246387487
2715.81688,1575.9717384994888
2717.71081,1486.6878304641843
2719.60416,1406.5201961065522
2721.49694,1330.5688548250887
2723.38914,1255.927351977754
2725.28077,1201.6326080516353
2727.17182,1146.678950614565
2729.0623,1096.7064805557227
2730.95221,1048.868113010774
2732.84154,1004.8313378097286
2734.7303,967.802536554417
2736.61849,944.5144541876306
2738.5061,921.8499651781508
2740.39314,889.8385957861932
2742.27961,872.3366525367654
2744.1655,853.5979877803092
2746.05083,835.9171167930587
2747.93558,820.0298501209438
2749.81976,812.942977953569
2751.70337,801.8988033344126
2753.5864,784.1451386531444
2755.46887,768.8946213958709
2757.35077,765.5999212945306
2759.23209,749.708961144155
2761.11285,751.6489254494834
2762.99304,748.6183430009711
2764.87265,744.2802828832855
2766.7517,747.117651601821
2768.63018,740.79430727034
2770.50808,729.949229816924
2772.38542,714.5079589767804
2774.2622,710.254696459618
2776.1384,708.5365827623314
2778.01403,703.337567688778
2779.8891,697.3811669663198
2781.7636,686.718322556382
2783.63753,681.3038490421617
2785.5109,674.2086731775003
2787.3837,664.2773620791021
2789.25593,661.0187988917861
2791.12759,655.9900217652743
2792.99869,658.8872345701124
2794.86922,664.0984498953819
2796.73919,655.6314851520019
2798.60859,658.8292216508577
2800.47743,660.1790367342184
2802.3457,658.8363181889421
2804.2134,657.5515224190826
2806.08054,657.6616417097006
2807.94712,649.9451880352972
2809.81313,645.9173494213711
2811.67858,641.7501169434372
2813.54347,647.2996907126428
2815.40779,644.2336188885173
2817.27155,634.3299692709953
2819.13474,627.9060758221559
2820.99737,625.8476441582135
2822.85944,623.1849949329766
2824.72095,625.2389288133296
2826.58189,627.3782977149314
2828.44228,623.4116514547155
2830.3021,621.3536123144738
2832.16136,622.5465777737742
2834.02006,616.9890726707995
2835.87819,615.9967293690668
2837.73577,612.2062294213715
2839.59279,609.9100984570041
2841.44924,608.9107610428165
2843.30514,608.5670405491911
2845.16048,604.1791698496162
2847.01525,605.5417609676285
2848.86947,603.2525886368015
2850.72313,603.0810671526564
2852.57622,589.272419519443
2854.42876,581.3551031023135
2856.28075,569.4293189865895
2858.13217,566.3113522327484
2859.98303,562.1974033703751
2861.83334,564.6459995325197
2863.68309,561.1191896273218
2865.53228,564.6753850670079
2867.38092,568.2219285093094
2869.22899,580.7528121706365
2871.07651,580.0620232690346
2872.92348,579.5247696305906
2874.76989,577.0655810330098
2876.61574,581.9596004805416
2878.46104,570.4673121314081
2880.30578,569.4281927002214
2882.14996,573.4444133082632
2883.99359,562.4314525563836
2885.83667,553.9566192611892
2887.67919,538.0948757469691
2889.52115,524.0467002745927
2891.36256,515.2994345145405
2893.20342,505.44851150048373
2895.04372,502.83242254330827
2896.88347,501.29999207910424
2898.72267,501.4721256031317
2900.56131,501.338344158215
2902.3994,507.95261327884265
2904.23694,516.1399890846615
2906.07392,529.1159728800193
2907.91036,534.7652285943049
2909.74624,537.0856654821768
2911.58157,539.4466117489305
2913.41634,542.6201965282702
2915.25057,540.2351250604703
2917.08424,551.7220323079366
2918.91737,553.2353300947951
2920.74994,545.209047061124
2922.58196,546.9821410101268
2924.41343,542.8827770676621
2926.24435,541.3404988296759
2928.07472,533.6945690487019
2929.90455,529.0731448152923
2931.73382,527.1486436743966
2933.56254,524.2939779241514
2935.39072,524.2899913403005
2937.21834,526.9625476168615
2939.04542,531.5137431611569
2940.87195,530.0433308760964
2942.69793,529.9740698659624
2944.52336,522.6252367440272
2946.34824,517.0946249264399
2948.17258,506.0541811605034
2949.99637,498.6857508205231
2951.81961,493.18895086628976
2953.64231,492.86558065053293
2955.46446,483.71324510950666
2957.28606,484.6461382968227
2959.10712,484.55825023209565
2960.92763,485.72023484798314
2962.74759,486.81203883948365
2964.56701,489.46840143837215
2966.38589,493.3911817848906
2968.20422,492.17580316769545
2970.022,496.3711457371626
2971.83924,491.80397092513255
2973.65594,492.50445975808447
2975.47209,486.2193646551097
2977.28769,485.2509445603075
2979.10276,487.5656132984572
2980.91728,486.1322596959728
2982.73125,483.489092736182
2984.54469,474.8324479503044
2986.35758,475.96220995095814
2988.16992,474.58036288002
2989.98173,475.891105125852
2991.79299,475.1010577443547
2993.60371,479.04013512585186
2995.41389,478.81835331153343
2997.22353,481.5136648349071
2999.03262,481.2354577116642
